time;vname;pose;bp0;bp1;bp2;bp3;bp4;bp5;bp6;bp7;bp8;bp9;bp10;bp11;bp12;bp13;bp14;bp15;bp16
1.96;videos/cuts_test/50wtf47.mp4;fallen;(np.float64(640.0), np.float64(420.0));(np.float64(646.0), np.float64(423.0));(np.float64(646.0), np.float64(415.0));(np.float64(644.0), np.float64(434.75));(np.float64(641.5), np.float64(421.0));(np.float64(607.0), np.float64(438.0));(np.float64(614.5), np.float64(428.5));(np.float64(575.0), np.float64(394.0));(np.float64(554.0), np.float64(401.5));(np.float64(623.0), np.float64(368.25));(np.float64(556.0), np.float64(411.5));(np.float64(468.75), np.float64(451.25));(np.float64(483.25), np.float64(438.0));(np.float64(425.0), np.float64(352.0));(np.float64(432.5), np.float64(354.0));(np.float64(334.0), np.float64(291.5));(np.float64(331.25), np.float64(307.25))
2.0;videos/cuts_test/50wtf47.mp4;fallen;(np.float64(637.5), np.float64(418.5));(np.float64(644.0), np.float64(421.0));(np.float64(644.0), np.float64(413.75));(np.float64(643.0), np.float64(433.0));(np.float64(642.0), np.float64(422.75));(np.float64(607.0), np.float64(438.25));(np.float64(616.5), np.float64(431.0));(np.float64(574.5), np.float64(393.5));(np.float64(561.0), np.float64(400.0));(np.float64(623.0), np.float64(365.5));(np.float64(602.5), np.float64(381.5));(np.float64(466.5), np.float64(450.0));(np.float64(482.25), np.float64(439.5));(np.float64(419.0), np.float64(354.0));(np.float64(427.5), np.float64(357.25));(np.float64(329.5), np.float64(291.0));(np.float64(326.25), np.float64(310.5))
2.04;videos/cuts_test/50wtf47.mp4;fallen;(np.float64(638.0), np.float64(418.5));(np.float64(644.0), np.float64(421.0));(np.float64(644.0), np.float64(413.75));(np.float64(643.5), np.float64(433.0));(np.float64(641.0), np.float64(422.25));(np.float64(607.0), np.float64(438.5));(np.float64(616.0), np.float64(431.0));(np.float64(573.0), np.float64(394.0));(np.float64(560.0), np.float64(400.0));(np.float64(621.5), np.float64(363.5));(np.float64(611.0), np.float64(373.75));(np.float64(466.25), np.float64(450.0));(np.float64(481.0), np.float64(439.0));(np.float64(415.0), np.float64(356.0));(np.float64(423.0), np.float64(357.75));(np.float64(324.5), np.float64(294.0));(np.float64(319.5), np.float64(311.5))
2.09;videos/cuts_test/50wtf47.mp4;fallen;(np.float64(637.5), np.float64(420.0));(np.float64(643.0), np.float64(421.5));(np.float64(644.0), np.float64(415.5));(np.float64(640.5), np.float64(431.5));(np.float64(642.0), np.float64(423.5));(np.float64(606.0), np.float64(438.0));(np.float64(617.0), np.float64(431.5));(np.float64(570.5), np.float64(393.25));(np.float64(562.0), np.float64(398.75));(np.float64(621.0), np.float64(359.5));(np.float64(614.5), np.float64(367.25));(np.float64(465.75), np.float64(449.5));(np.float64(480.75), np.float64(439.0));(np.float64(412.75), np.float64(358.5));(np.float64(421.25), np.float64(359.75));(np.float64(319.5), np.float64(298.0));(np.float64(313.5), np.float64(314.0))
2.13;videos/cuts_test/50wtf47.mp4;fallen;(np.float64(639.0), np.float64(421.5));(np.float64(644.0), np.float64(423.0));(np.float64(645.5), np.float64(416.5));(np.float64(641.0), np.float64(432.0));(np.float64(642.0), np.float64(423.75));(np.float64(606.0), np.float64(437.5));(np.float64(616.0), np.float64(430.0));(np.float64(570.0), np.float64(391.75));(np.float64(561.5), np.float64(396.75));(np.float64(620.0), np.float64(357.0));(np.float64(614.5), np.float64(364.5));(np.float64(465.0), np.float64(448.5));(np.float64(480.25), np.float64(438.25));(np.float64(408.5), np.float64(360.75));(np.float64(418.25), np.float64(362.5));(np.float64(315.5), np.float64(299.5));(np.float64(311.0), np.float64(319.0))
2.17;videos/cuts_test/50wtf47.mp4;fallen;(np.float64(638.5), np.float64(421.25));(np.float64(644.0), np.float64(423.5));(np.float64(644.0), np.float64(418.5));(np.float64(640.5), np.float64(432.25));(np.float64(645.0), np.float64(424.5));(np.float64(608.0), np.float64(440.5));(np.float64(618.0), np.float64(434.0));(np.float64(572.0), np.float64(391.75));(np.float64(560.0), np.float64(398.0));(np.float64(622.0), np.float64(354.75));(np.float64(615.5), np.float64(366.5));(np.float64(464.75), np.float64(446.75));(np.float64(477.5), np.float64(435.5));(np.float64(412.25), np.float64(368.5));(np.float64(422.5), np.float64(366.0));(np.float64(320.25), np.float64(311.0));(np.float64(320.5), np.float64(329.0))
2.21;videos/cuts_test/50wtf47.mp4;fallen;(np.float64(636.5), np.float64(421.5));(np.float64(641.5), np.float64(423.5));(np.float64(642.0), np.float64(419.0));(np.float64(640.5), np.float64(432.25));(np.float64(645.5), np.float64(425.5));(np.float64(609.0), np.float64(441.5));(np.float64(619.0), np.float64(435.5));(np.float64(575.0), np.float64(390.0));(np.float64(560.0), np.float64(398.5));(np.float64(623.5), np.float64(353.75));(np.float64(615.5), np.float64(367.5));(np.float64(465.25), np.float64(447.5));(np.float64(478.5), np.float64(436.5));(np.float64(410.25), np.float64(369.0));(np.float64(421.25), np.float64(367.5));(np.float64(318.0), np.float64(312.0));(np.float64(323.5), np.float64(337.0))
2.25;videos/cuts_test/50wtf47.mp4;fallen;(np.float64(638.5), np.float64(424.0));(np.float64(644.0), np.float64(425.5));(np.float64(644.0), np.float64(420.5));(np.float64(641.5), np.float64(433.25));(np.float64(645.5), np.float64(425.0));(np.float64(609.0), np.float64(441.5));(np.float64(618.5), np.float64(434.75));(np.float64(575.0), np.float64(390.0));(np.float64(560.0), np.float64(398.5));(np.float64(623.5), np.float64(353.5));(np.float64(613.5), np.float64(369.75));(np.float64(466.25), np.float64(448.0));(np.float64(479.25), np.float64(436.5));(np.float64(410.5), np.float64(371.0));(np.float64(421.5), np.float64(369.0));(np.float64(316.75), np.float64(313.5));(np.float64(323.0), np.float64(339.0))
2.29;videos/cuts_test/50wtf47.mp4;fallen;(np.float64(637.0), np.float64(422.0));(np.float64(642.0), np.float64(423.75));(np.float64(642.0), np.float64(419.0));(np.float64(641.0), np.float64(433.5));(np.float64(645.5), np.float64(425.5));(np.float64(609.5), np.float64(442.75));(np.float64(619.0), np.float64(435.0));(np.float64(575.0), np.float64(390.25));(np.float64(561.0), np.float64(397.75));(np.float64(624.0), np.float64(353.5));(np.float64(614.5), np.float64(368.0));(np.float64(465.75), np.float64(448.0));(np.float64(479.5), np.float64(436.25));(np.float64(409.0), np.float64(370.5));(np.float64(421.25), np.float64(369.25));(np.float64(316.0), np.float64(312.5));(np.float64(325.5), np.float64(342.25))
2.34;videos/cuts_test/50wtf47.mp4;fallen;(np.float64(636.0), np.float64(420.5));(np.float64(641.5), np.float64(422.5));(np.float64(641.5), np.float64(418.0));(np.float64(640.5), np.float64(433.0));(np.float64(646.0), np.float64(425.0));(np.float64(610.0), np.float64(443.0));(np.float64(619.0), np.float64(435.0));(np.float64(575.0), np.float64(390.75));(np.float64(560.5), np.float64(399.0));(np.float64(624.0), np.float64(353.5));(np.float64(611.5), np.float64(371.75));(np.float64(465.75), np.float64(448.25));(np.float64(479.75), np.float64(436.0));(np.float64(411.0), np.float64(370.75));(np.float64(422.75), np.float64(368.5));(np.float64(317.5), np.float64(311.25));(np.float64(323.0), np.float64(335.75))
2.38;videos/cuts_test/50wtf47.mp4;fallen;(np.float64(635.0), np.float64(418.75));(np.float64(640.5), np.float64(420.5));(np.float64(642.0), np.float64(414.25));(np.float64(641.0), np.float64(432.5));(np.float64(643.0), np.float64(424.0));(np.float64(608.0), np.float64(441.5));(np.float64(619.0), np.float64(431.25));(np.float64(572.5), np.float64(391.25));(np.float64(563.0), np.float64(398.75));(np.float64(623.0), np.float64(354.25));(np.float64(612.5), np.float64(367.75));(np.float64(466.5), np.float64(450.75));(np.float64(483.75), np.float64(438.5));(np.float64(408.25), np.float64(365.0));(np.float64(420.25), np.float64(366.0));(np.float64(312.75), np.float64(303.5));(np.float64(311.5), np.float64(324.5))
2.42;videos/cuts_test/50wtf47.mp4;fallen;(np.float64(634.5), np.float64(418.75));(np.float64(640.0), np.float64(420.5));(np.float64(641.5), np.float64(414.25));(np.float64(641.0), np.float64(433.0));(np.float64(643.0), np.float64(424.25));(np.float64(608.0), np.float64(442.0));(np.float64(618.5), np.float64(431.0));(np.float64(573.0), np.float64(391.25));(np.float64(563.5), np.float64(398.5));(np.float64(623.0), np.float64(354.5));(np.float64(613.0), np.float64(367.75));(np.float64(467.0), np.float64(451.5));(np.float64(484.25), np.float64(438.5));(np.float64(410.0), np.float64(364.75));(np.float64(421.75), np.float64(364.5));(np.float64(315.0), np.float64(301.25));(np.float64(311.5), np.float64(319.0))
2.46;videos/cuts_test/50wtf47.mp4;fallen;(np.float64(635.0), np.float64(419.0));(np.float64(640.0), np.float64(420.75));(np.float64(641.5), np.float64(414.5));(np.float64(641.0), np.float64(433.25));(np.float64(643.5), np.float64(424.25));(np.float64(608.0), np.float64(441.75));(np.float64(619.0), np.float64(431.25));(np.float64(572.0), np.float64(392.0));(np.float64(563.0), np.float64(398.75));(np.float64(623.0), np.float64(354.75));(np.float64(614.0), np.float64(367.5));(np.float64(467.0), np.float64(451.5));(np.float64(484.0), np.float64(438.5));(np.float64(409.0), np.float64(364.0));(np.float64(420.75), np.float64(364.0));(np.float64(316.0), np.float64(298.5));(np.float64(311.0), np.float64(315.0))
0.0;videos/cuts_test/50wtf49.mp4;walk;(np.float64(447.25), np.float64(98.5));(np.float64(453.75), np.float64(91.38));(np.float64(447.5), np.float64(91.25));(np.float64(479.0), np.float64(95.0));(np.float64(459.0), np.float64(95.38));(np.float64(493.75), np.float64(127.0));(np.float64(468.0), np.float64(137.0));(np.float64(524.0), np.float64(170.75));(np.float64(476.0), np.float64(195.25));(np.float64(499.25), np.float64(222.75));(np.float64(467.75), np.float64(235.5));(np.float64(485.0), np.float64(259.0));(np.float64(462.5), np.float64(259.0));(np.float64(491.25), np.float64(352.0));(np.float64(471.0), np.float64(350.25));(np.float64(507.0), np.float64(440.25));(np.float64(486.25), np.float64(430.0))
0.04;videos/cuts_test/50wtf49.mp4;walk;(np.float64(448.25), np.float64(99.0));(np.float64(454.75), np.float64(91.88));(np.float64(448.0), np.float64(91.88));(np.float64(479.75), np.float64(94.75));(np.float64(458.75), np.float64(95.62));(np.float64(494.25), np.float64(127.5));(np.float64(468.5), np.float64(137.25));(np.float64(524.0), np.float64(171.25));(np.float64(477.25), np.float64(194.88));(np.float64(498.0), np.float64(223.0));(np.float64(468.5), np.float64(234.12));(np.float64(484.5), np.float64(258.75));(np.float64(462.0), np.float64(259.0));(np.float64(490.75), np.float64(351.75));(np.float64(470.75), np.float64(350.25));(np.float64(507.0), np.float64(440.0));(np.float64(486.0), np.float64(430.0))
0.08;videos/cuts_test/50wtf49.mp4;walk;(np.float64(449.0), np.float64(99.38));(np.float64(455.5), np.float64(92.0));(np.float64(448.5), np.float64(92.25));(np.float64(480.5), np.float64(94.75));(np.float64(459.0), np.float64(96.12));(np.float64(494.5), np.float64(127.88));(np.float64(469.0), np.float64(137.38));(np.float64(523.5), np.float64(171.88));(np.float64(477.75), np.float64(194.75));(np.float64(497.0), np.float64(223.5));(np.float64(468.5), np.float64(233.38));(np.float64(483.5), np.float64(259.0));(np.float64(461.0), np.float64(259.0));(np.float64(490.0), np.float64(352.0));(np.float64(470.0), np.float64(350.5));(np.float64(507.0), np.float64(440.0));(np.float64(486.0), np.float64(430.25))
0.13;videos/cuts_test/50wtf49.mp4;walk;(np.float64(449.5), np.float64(99.75));(np.float64(456.0), np.float64(92.5));(np.float64(449.0), np.float64(92.75));(np.float64(481.0), np.float64(95.0));(np.float64(459.25), np.float64(96.88));(np.float64(495.25), np.float64(128.5));(np.float64(470.0), np.float64(137.88));(np.float64(523.5), np.float64(172.75));(np.float64(478.5), np.float64(195.12));(np.float64(495.75), np.float64(224.25));(np.float64(468.25), np.float64(233.75));(np.float64(482.5), np.float64(259.25));(np.float64(460.5), np.float64(259.25));(np.float64(490.25), np.float64(352.0));(np.float64(470.5), np.float64(350.5));(np.float64(506.75), np.float64(440.25));(np.float64(485.75), np.float64(430.5))
0.17;videos/cuts_test/50wtf49.mp4;walk;(np.float64(450.25), np.float64(100.25));(np.float64(456.75), np.float64(93.0));(np.float64(450.0), np.float64(93.25));(np.float64(481.75), np.float64(95.5));(np.float64(460.75), np.float64(97.25));(np.float64(495.75), np.float64(128.62));(np.float64(471.5), np.float64(138.0));(np.float64(523.5), np.float64(173.75));(np.float64(481.0), np.float64(194.88));(np.float64(495.0), np.float64(224.62));(np.float64(469.75), np.float64(232.5));(np.float64(481.25), np.float64(259.25));(np.float64(460.25), np.float64(259.0));(np.float64(489.0), np.float64(352.0));(np.float64(469.5), np.float64(350.5));(np.float64(506.5), np.float64(440.25));(np.float64(485.5), np.float64(430.5))
0.21;videos/cuts_test/50wtf49.mp4;walk;(np.float64(451.5), np.float64(100.88));(np.float64(458.0), np.float64(93.38));(np.float64(451.0), np.float64(93.88));(np.float64(482.5), np.float64(95.62));(np.float64(462.0), np.float64(98.0));(np.float64(496.5), np.float64(129.0));(np.float64(473.5), np.float64(138.62));(np.float64(523.5), np.float64(175.25));(np.float64(484.0), np.float64(195.12));(np.float64(493.25), np.float64(225.38));(np.float64(471.5), np.float64(231.25));(np.float64(480.25), np.float64(259.75));(np.float64(460.5), np.float64(259.5));(np.float64(488.25), np.float64(352.75));(np.float64(470.0), np.float64(351.0));(np.float64(506.5), np.float64(440.75));(np.float64(485.25), np.float64(430.75))
0.25;videos/cuts_test/50wtf49.mp4;walk;(np.float64(452.25), np.float64(101.25));(np.float64(458.75), np.float64(94.0));(np.float64(452.0), np.float64(94.38));(np.float64(483.0), np.float64(96.25));(np.float64(463.25), np.float64(98.62));(np.float64(497.0), np.float64(129.75));(np.float64(474.0), np.float64(139.5));(np.float64(523.5), np.float64(176.75));(np.float64(483.25), np.float64(196.25));(np.float64(492.0), np.float64(226.12));(np.float64(470.75), np.float64(231.62));(np.float64(478.75), np.float64(260.25));(np.float64(459.0), np.float64(259.75));(np.float64(487.75), np.float64(353.0));(np.float64(469.5), np.float64(351.0));(np.float64(506.25), np.float64(441.0));(np.float64(485.0), np.float64(430.5))
0.29;videos/cuts_test/50wtf49.mp4;walk;(np.float64(453.0), np.float64(101.88));(np.float64(459.75), np.float64(94.5));(np.float64(453.0), np.float64(94.75));(np.float64(484.0), np.float64(96.88));(np.float64(464.25), np.float64(99.0));(np.float64(498.0), np.float64(130.5));(np.float64(475.5), np.float64(140.0));(np.float64(523.5), np.float64(178.38));(np.float64(484.75), np.float64(196.88));(np.float64(491.0), np.float64(227.0));(np.float64(470.75), np.float64(232.0));(np.float64(477.75), np.float64(260.5));(np.float64(458.75), np.float64(260.0));(np.float64(487.0), np.float64(353.25));(np.float64(470.25), np.float64(351.25));(np.float64(506.0), np.float64(441.5));(np.float64(484.75), np.float64(431.0))
0.33;videos/cuts_test/50wtf49.mp4;walk;(np.float64(454.0), np.float64(102.88));(np.float64(460.25), np.float64(95.25));(np.float64(453.25), np.float64(96.12));(np.float64(484.0), np.float64(97.5));(np.float64(465.0), np.float64(100.0));(np.float64(499.25), np.float64(131.0));(np.float64(477.0), np.float64(140.88));(np.float64(524.0), np.float64(179.75));(np.float64(486.5), np.float64(197.5));(np.float64(489.5), np.float64(227.75));(np.float64(471.5), np.float64(231.5));(np.float64(477.25), np.float64(259.0));(np.float64(459.5), np.float64(259.25));(np.float64(485.5), np.float64(352.25));(np.float64(470.5), np.float64(350.5));(np.float64(506.0), np.float64(440.25));(np.float64(484.5), np.float64(430.25))
0.38;videos/cuts_test/50wtf49.mp4;walk;(np.float64(455.25), np.float64(103.88));(np.float64(461.5), np.float64(96.25));(np.float64(454.5), np.float64(97.0));(np.float64(485.0), np.float64(97.88));(np.float64(466.75), np.float64(101.0));(np.float64(500.25), np.float64(132.12));(np.float64(478.0), np.float64(141.75));(np.float64(524.0), np.float64(182.0));(np.float64(488.25), np.float64(198.25));(np.float64(488.5), np.float64(228.5));(np.float64(472.25), np.float64(231.0));(np.float64(476.0), np.float64(259.75));(np.float64(458.0), np.float64(260.0));(np.float64(484.5), np.float64(352.5));(np.float64(469.75), np.float64(350.75));(np.float64(506.0), np.float64(439.5));(np.float64(484.25), np.float64(430.0))
0.42;videos/cuts_test/50wtf49.mp4;walk;(np.float64(456.25), np.float64(104.62));(np.float64(462.5), np.float64(97.0));(np.float64(455.5), np.float64(97.75));(np.float64(486.25), np.float64(98.62));(np.float64(467.75), np.float64(101.75));(np.float64(501.0), np.float64(133.25));(np.float64(479.5), np.float64(142.5));(np.float64(524.0), np.float64(184.62));(np.float64(490.5), np.float64(198.75));(np.float64(487.5), np.float64(229.38));(np.float64(473.0), np.float64(230.38));(np.float64(475.25), np.float64(260.25));(np.float64(457.75), np.float64(260.25));(np.float64(483.75), np.float64(353.0));(np.float64(470.25), np.float64(351.5));(np.float64(505.5), np.float64(439.75));(np.float64(484.25), np.float64(430.5))
0.46;videos/cuts_test/50wtf49.mp4;walk;(np.float64(457.75), np.float64(105.75));(np.float64(464.0), np.float64(98.12));(np.float64(456.5), np.float64(99.0));(np.float64(487.75), np.float64(99.5));(np.float64(468.75), np.float64(102.38));(np.float64(502.0), np.float64(134.5));(np.float64(481.25), np.float64(142.75));(np.float64(524.5), np.float64(186.75));(np.float64(494.75), np.float64(198.88));(np.float64(486.75), np.float64(230.12));(np.float64(475.0), np.float64(229.5));(np.float64(474.75), np.float64(260.0));(np.float64(458.5), np.float64(260.0));(np.float64(482.75), np.float64(353.0));(np.float64(470.0), np.float64(351.0));(np.float64(505.25), np.float64(439.25));(np.float64(484.5), np.float64(430.0))
0.5;videos/cuts_test/50wtf49.mp4;walk;(np.float64(458.5), np.float64(106.88));(np.float64(464.75), np.float64(99.25));(np.float64(457.5), np.float64(100.0));(np.float64(488.25), np.float64(100.62));(np.float64(470.75), np.float64(103.25));(np.float64(502.5), np.float64(135.5));(np.float64(483.0), np.float64(143.0));(np.float64(525.0), np.float64(188.25));(np.float64(500.0), np.float64(198.62));(np.float64(485.75), np.float64(230.62));(np.float64(477.0), np.float64(229.0));(np.float64(473.5), np.float64(260.5));(np.float64(457.75), np.float64(260.25));(np.float64(482.0), np.float64(353.5));(np.float64(469.0), np.float64(351.75));(np.float64(505.5), np.float64(439.5));(np.float64(484.0), np.float64(430.25))
0.54;videos/cuts_test/50wtf49.mp4;walk;(np.float64(459.5), np.float64(107.75));(np.float64(465.5), np.float64(100.25));(np.float64(459.0), np.float64(100.62));(np.float64(488.75), np.float64(101.75));(np.float64(473.75), np.float64(103.75));(np.float64(503.25), np.float64(136.5));(np.float64(485.0), np.float64(143.0));(np.float64(525.0), np.float64(190.0));(np.float64(503.25), np.float64(198.62));(np.float64(485.0), np.float64(230.88));(np.float64(478.0), np.float64(228.5));(np.float64(473.0), np.float64(260.75));(np.float64(458.0), np.float64(260.25));(np.float64(481.0), np.float64(353.0));(np.float64(469.25), np.float64(351.25));(np.float64(505.0), np.float64(439.5));(np.float64(484.0), np.float64(430.5))
0.58;videos/cuts_test/50wtf49.mp4;walk;(np.float64(460.5), np.float64(108.38));(np.float64(466.5), np.float64(101.12));(np.float64(460.0), np.float64(101.5));(np.float64(489.25), np.float64(103.0));(np.float64(474.5), np.float64(104.25));(np.float64(503.5), np.float64(137.75));(np.float64(485.75), np.float64(143.5));(np.float64(525.5), np.float64(190.88));(np.float64(503.5), np.float64(198.88));(np.float64(484.5), np.float64(231.25));(np.float64(477.5), np.float64(228.25));(np.float64(473.5), np.float64(260.0));(np.float64(460.5), np.float64(259.75));(np.float64(481.0), np.float64(351.75));(np.float64(471.0), np.float64(350.5));(np.float64(504.0), np.float64(438.25));(np.float64(484.25), np.float64(432.25))
0.63;videos/cuts_test/50wtf49.mp4;walk;(np.float64(460.75), np.float64(109.12));(np.float64(466.75), np.float64(101.62));(np.float64(460.5), np.float64(102.12));(np.float64(490.25), np.float64(103.25));(np.float64(475.25), np.float64(104.5));(np.float64(504.0), np.float64(138.5));(np.float64(487.0), np.float64(144.0));(np.float64(525.5), np.float64(191.88));(np.float64(505.75), np.float64(199.12));(np.float64(483.75), np.float64(231.25));(np.float64(477.75), np.float64(227.75));(np.float64(471.75), np.float64(260.5));(np.float64(459.75), np.float64(260.0));(np.float64(479.5), np.float64(352.25));(np.float64(470.5), np.float64(351.0));(np.float64(504.0), np.float64(438.25));(np.float64(484.25), np.float64(432.5))
0.67;videos/cuts_test/50wtf49.mp4;walk;(np.float64(461.5), np.float64(110.12));(np.float64(467.75), np.float64(102.75));(np.float64(461.0), np.float64(103.12));(np.float64(490.75), np.float64(104.12));(np.float64(475.5), np.float64(105.5));(np.float64(504.5), np.float64(139.25));(np.float64(487.5), np.float64(144.5));(np.float64(525.5), np.float64(192.88));(np.float64(506.75), np.float64(199.5));(np.float64(483.0), np.float64(231.5));(np.float64(477.75), np.float64(227.88));(np.float64(470.75), np.float64(260.5));(np.float64(458.25), np.float64(260.0));(np.float64(478.25), np.float64(352.25));(np.float64(469.5), np.float64(351.0));(np.float64(504.0), np.float64(438.25));(np.float64(484.25), np.float64(432.5))
0.71;videos/cuts_test/50wtf49.mp4;walk;(np.float64(462.0), np.float64(110.62));(np.float64(468.0), np.float64(103.25));(np.float64(461.75), np.float64(103.75));(np.float64(491.0), np.float64(104.88));(np.float64(477.5), np.float64(106.0));(np.float64(504.5), np.float64(139.88));(np.float64(489.5), np.float64(144.62));(np.float64(525.0), np.float64(193.88));(np.float64(509.75), np.float64(199.75));(np.float64(482.25), np.float64(231.62));(np.float64(478.25), np.float64(227.5));(np.float64(469.75), np.float64(260.25));(np.float64(459.25), np.float64(259.75));(np.float64(477.0), np.float64(351.5));(np.float64(469.5), np.float64(350.5));(np.float64(503.25), np.float64(437.5));(np.float64(484.5), np.float64(432.0))
0.75;videos/cuts_test/50wtf49.mp4;walk;(np.float64(462.5), np.float64(111.38));(np.float64(468.0), np.float64(103.88));(np.float64(462.25), np.float64(104.25));(np.float64(491.0), np.float64(105.12));(np.float64(478.75), np.float64(106.62));(np.float64(504.75), np.float64(140.62));(np.float64(490.25), np.float64(145.25));(np.float64(525.0), np.float64(194.75));(np.float64(510.5), np.float64(200.12));(np.float64(481.5), np.float64(231.75));(np.float64(478.0), np.float64(227.38));(np.float64(468.75), np.float64(260.25));(np.float64(458.75), np.float64(259.5));(np.float64(476.25), np.float64(351.25));(np.float64(469.25), np.float64(350.25));(np.float64(503.0), np.float64(437.25));(np.float64(484.25), np.float64(432.0))
0.79;videos/cuts_test/50wtf49.mp4;walk;(np.float64(462.75), np.float64(111.5));(np.float64(468.5), np.float64(103.88));(np.float64(462.5), np.float64(104.38));(np.float64(491.5), np.float64(105.38));(np.float64(479.0), np.float64(106.62));(np.float64(505.0), np.float64(140.75));(np.float64(490.25), np.float64(145.38));(np.float64(524.5), np.float64(194.75));(np.float64(510.25), np.float64(200.0));(np.float64(481.0), np.float64(231.62));(np.float64(477.75), np.float64(227.25));(np.float64(468.5), np.float64(260.25));(np.float64(457.5), np.float64(259.5));(np.float64(476.0), np.float64(351.5));(np.float64(468.0), np.float64(350.5));(np.float64(503.0), np.float64(437.5));(np.float64(483.5), np.float64(432.0))
0.83;videos/cuts_test/50wtf49.mp4;walk;(np.float64(463.25), np.float64(111.62));(np.float64(468.75), np.float64(104.0));(np.float64(462.75), np.float64(104.75));(np.float64(491.5), np.float64(105.5));(np.float64(479.0), np.float64(107.0));(np.float64(505.0), np.float64(141.0));(np.float64(490.25), np.float64(145.75));(np.float64(524.0), np.float64(194.62));(np.float64(510.0), np.float64(200.25));(np.float64(481.0), np.float64(231.5));(np.float64(477.5), np.float64(227.25));(np.float64(468.25), np.float64(260.25));(np.float64(457.5), np.float64(259.5));(np.float64(475.75), np.float64(351.75));(np.float64(467.75), np.float64(350.5));(np.float64(503.0), np.float64(438.0));(np.float64(483.25), np.float64(432.0))
0.88;videos/cuts_test/50wtf49.mp4;walk;(np.float64(463.0), np.float64(111.62));(np.float64(468.75), np.float64(104.0));(np.float64(462.75), np.float64(104.75));(np.float64(491.5), np.float64(105.62));(np.float64(479.25), np.float64(107.0));(np.float64(504.75), np.float64(141.0));(np.float64(490.5), np.float64(145.75));(np.float64(524.0), np.float64(194.5));(np.float64(510.5), np.float64(200.0));(np.float64(481.0), np.float64(231.5));(np.float64(477.5), np.float64(227.12));(np.float64(468.0), np.float64(260.25));(np.float64(457.5), np.float64(259.5));(np.float64(475.5), np.float64(351.75));(np.float64(467.75), np.float64(350.5));(np.float64(502.5), np.float64(437.5));(np.float64(483.5), np.float64(431.75))
0.92;videos/cuts_test/50wtf49.mp4;walk;(np.float64(463.25), np.float64(111.62));(np.float64(469.0), np.float64(104.0));(np.float64(462.75), np.float64(104.75));(np.float64(491.5), np.float64(105.62));(np.float64(479.25), np.float64(107.0));(np.float64(504.75), np.float64(141.0));(np.float64(490.25), np.float64(145.75));(np.float64(524.0), np.float64(194.38));(np.float64(510.0), np.float64(200.0));(np.float64(480.75), np.float64(231.62));(np.float64(477.25), np.float64(227.12));(np.float64(468.0), np.float64(260.25));(np.float64(457.25), np.float64(259.5));(np.float64(475.75), np.float64(351.5));(np.float64(468.0), np.float64(350.25));(np.float64(502.5), np.float64(437.0));(np.float64(483.5), np.float64(431.5))
0.96;videos/cuts_test/50wtf49.mp4;walk;(np.float64(463.0), np.float64(111.25));(np.float64(468.75), np.float64(103.75));(np.float64(462.5), np.float64(104.25));(np.float64(491.25), np.float64(105.25));(np.float64(479.0), np.float64(106.62));(np.float64(504.5), np.float64(140.62));(np.float64(489.75), np.float64(145.25));(np.float64(524.0), np.float64(194.25));(np.float64(509.0), np.float64(199.75));(np.float64(480.75), np.float64(231.5));(np.float64(476.75), np.float64(227.0));(np.float64(468.25), np.float64(260.0));(np.float64(457.0), np.float64(259.5));(np.float64(476.0), np.float64(351.25));(np.float64(467.5), np.float64(350.0));(np.float64(502.5), np.float64(437.25));(np.float64(483.0), np.float64(431.25))
1.0;videos/cuts_test/50wtf49.mp4;walk;(np.float64(462.5), np.float64(111.0));(np.float64(468.0), np.float64(103.5));(np.float64(462.0), np.float64(104.0));(np.float64(490.5), np.float64(104.88));(np.float64(478.25), np.float64(106.38));(np.float64(504.0), np.float64(139.88));(np.float64(489.5), np.float64(144.75));(np.float64(524.0), np.float64(193.75));(np.float64(509.5), np.float64(199.38));(np.float64(480.75), np.float64(231.25));(np.float64(477.0), np.float64(226.75));(np.float64(468.25), np.float64(260.0));(np.float64(457.0), np.float64(259.25));(np.float64(476.25), np.float64(351.0));(np.float64(467.5), np.float64(350.0));(np.float64(502.5), np.float64(437.25));(np.float64(482.75), np.float64(431.5))
1.04;videos/cuts_test/50wtf49.mp4;walk;(np.float64(461.75), np.float64(110.62));(np.float64(467.5), np.float64(103.0));(np.float64(461.25), np.float64(103.62));(np.float64(490.5), np.float64(103.62));(np.float64(476.75), np.float64(105.62));(np.float64(504.25), np.float64(139.0));(np.float64(488.5), np.float64(144.12));(np.float64(524.0), np.float64(193.0));(np.float64(507.5), np.float64(199.0));(np.float64(481.0), np.float64(231.0));(np.float64(476.0), np.float64(226.25));(np.float64(468.5), np.float64(259.25));(np.float64(457.0), np.float64(258.75));(np.float64(476.25), np.float64(350.25));(np.float64(467.75), np.float64(349.25));(np.float64(502.0), np.float64(437.0));(np.float64(482.75), np.float64(431.0))
